Sr. No,Entity Name,Website of RE,Entity Type,Name of the DLA,Name of the owner of DLA (Self-owned/ name of LSP in case DLA is of LSP),Available on (Website/ Name of app store),Link to DLA
1363,,https://www.kbnbfc.in/,NBFC,Mobikwik,One Mobikwik Systems Limited,Apple App Store,https://apps.apple.com/in/app/mobikwik-bhim-upi-wallet/id600002523
1364,,https://www.kbnbfc.in/,NBFC,Mobikwik,One Mobikwik Systems Limited,Google Play Store,https://play.google.com/store/apps/details?id=com.mobikwik_new
1365,,https://www.kbnbfc.in/,NBFC,Moneycontrol,Network18 Media & Investments Limited,Apple App store,https://apps.apple.com/in/app/moneycontrol-markets-news/id408654600
1366,,https://www.kbnbfc.in/,NBFC,Moneycontrol,Network18 Media & Investments Limited,Google Play store ,https://play.google.com/store/apps/details?id=com.divum.MoneyControl&amp;hl=en&amp;gl=US
1367,,https://www.kbnbfc.in/,NBFC,Moneycontrol,Network18 Media & Investments Limited,Website,https://www.moneycontrolpay.com/
1368,,https://www.kbnbfc.in/,NBFC,Paisabazaar,Paisabazaar Marketing And Consulting Pvt Ltd,Apple App Store,https://apps.apple.com/in/app/paisabazaar-com-loans-cards/id1029403201
1369,,https://www.kbnbfc.in/,NBFC,Paisabazaar,Paisabazaar Marketing And Consulting Pvt Ltd,Google Play Store,https://play.google.com/store/apps/details?id=com.paisabazaar&hl=en_IN&pli=1
1370,,https://www.kbnbfc.in/,NBFC,Paisabazaar,Paisabazaar Marketing And Consulting Pvt Ltd,Website,https://www.paisabazaar.com/
1371,,https://www.kbnbfc.in/,NBFC,PayTM,One 97 Communications Limited,Apple app store,https://apps.apple.com/in/app/paytm-for-business/id1351301966
1372,,https://www.kbnbfc.in/,NBFC,PayTM,One 97 Communications Limited,Apple app store,https://apps.apple.com/in/app/paytm/id473941634
1373,,https://www.kbnbfc.in/,NBFC,PayTM,One 97 Communications Limited,Google Play store,https://play.google.com/store/apps/details?id=com.paytm.business
1374,,https://www.kbnbfc.in/,NBFC,PayTM,One 97 Communications Limited,Google Play store,https://play.google.com/store/apps/details?id=net.one97.paytm
1375,,https://www.kbnbfc.in/,NBFC,PayTM,One 97 Communications Limited,Website,https://paytm.com/
1376,,https://www.kbnbfc.in/,NBFC,super.money,Scapic Innovations Private Limited,Apple app store,https://apps.apple.com/in/app/super-money/id6502597504
1377,,https://www.kbnbfc.in/,NBFC,super.money,Scapic Innovations Private Limited,Google Play store, https://play.google.com/store/apps/details?id=money.super.payments&hl=en_IN
1378,,https://www.kbnbfc.in/,NBFC,super.money (Lending pages of Flipkart online shopping App),Scapic Innovations Private Limited,Website,https://www.flipkart.com/sumo3p/pl/pages/journey?utm_source=Whatsapp&utm_campaign=ml_abnd 
1379,,https://www.kbnbfc.in/,NBFC,Tata Neu,Tata Digital Private Limited,Apple App Store,https://apps.apple.com/in/app/tata-neu-shop-travel-pay/id1584669293
1380,,https://www.kbnbfc.in/,NBFC,Tata Neu,Tata Digital Private Limited,Google Play Store,https://play.google.com/store/apps/details?id=com.tatadigital.tcp&gl=IN
1381,,https://www.kbnbfc.in/,NBFC,Tata Neu,Tata Digital Private Limited,Website,https://www.tataneu.com/
1382,KRAZYBEE SERVICES PRIVATE LIMITED,https://www.kbnbfc.in/,NBFC,ABCD Aditya Birla Capital App,Aditya Birla Capital Digital Limited,Apple App store,https://apps.apple.com/in/app/abcd-aditya-birla-capital-app/id6477909524
1383,,https://www.kbnbfc.in/,NBFC,ABCD Aditya Birla Capital App,Aditya Birla Capital Digital Limited,Google Play store ,https://play.google.com/store/apps/details?id=com.adityabirlacapitaldigital.OneApp
1384,,https://www.kbnbfc.in/,NBFC,ABCD Aditya Birla Capital App,Aditya Birla Capital Digital Limited,Website,https://www.adityabirlacapital.com/abcd
1385,,https://www.kbnbfc.in/,NBFC,Airtel Thanks App,Xtelify Limited (Formerly known as 'Airtel Digital Limited),Apple App Store,https://apps.apple.com/in/app/airtel-thanks-recharge-bank/id543184334
1386,,https://www.kbnbfc.in/,NBFC,Airtel Thanks App,Xtelify Limited (Formerly known as 'Airtel Digital Limited),Google Play Store,https://play.google.com/store/apps/details?id=com.myairtelapp
1387,,https://www.kbnbfc.in/,NBFC,Airtel Thanks App,Xtelify Limited (Formerly known as 'Airtel Digital Limited),Website,https://www.airtel.in/airtel-thanks-app
1388,,https://www.kbnbfc.in/,NBFC,Angel One,Angel One Limited,Apple App Store,https://apps.apple.com/in/app/angel-one-stocks-mutual-fund/id1060530981
1389,,https://www.kbnbfc.in/,NBFC,Angel One,Angel One Limited,Google Play Store,https://play.google.com/store/apps/details?id=com.msf.angelmobile&hl=en_IN&gl=US
1390,,https://www.kbnbfc.in/,NBFC,Bajaj Finserv Market,Bajaj Markets Owned by Bajaj Finserv Direct Limited,Website,https://www.bajajfinservmarkets.in/
1391,,https://www.kbnbfc.in/,NBFC,Bajaj Finserv Markets Loan App,Bajaj Markets Owned by Bajaj Finserv Direct Limited,Apple App Store,https://apps.apple.com/in/app/bajaj-finserv-loans-upi-fd/id505454145
1392,,https://www.kbnbfc.in/,NBFC,Bajaj Finserv Markets Loan App,Bajaj Markets Owned by Bajaj Finserv Direct Limited,Google Play Store,https://play.google.com/store/apps/details?id=in.bajajfinservmarkets.app
1393,,https://www.kbnbfc.in/,NBFC,CreditFit,Creditmantri Finserve Private Limited,Google Play Store,https://play.google.com/store/apps/details?id=com.creditmantri&hl=en_IN
1394,,https://www.kbnbfc.in/,NBFC,CreditMantri,Creditmantri Finserve Private Limited,Website,https://www.creditmantri.com/
1395,,https://www.kbnbfc.in/,NBFC,Fibe,Social Worth Technologies Private Limited,Apple App Store,https://apps.apple.com/in/app/fibe-instant-personal-loan-app/id1094602630
1396,,https://www.kbnbfc.in/,NBFC,Fibe,Social Worth Technologies Private Limited,Google Play Store,https://play.google.com/store/apps/details?id=com.earlysalary.android
1397,,https://www.kbnbfc.in/,NBFC,Fibe,Social Worth Technologies Private Limited,Website,https://www.fibe.in/
1398,,https://www.kbnbfc.in/,NBFC,Indialends,GC Web Ventures Private Limited,Apple App Store,https://apps.apple.com/in/app/indialends-instant-loan-app/id1163514601
1399,,https://www.kbnbfc.in/,NBFC,Indialends,GC Web Ventures Private Limited,Google Play Store,https://play.google.com/store/apps/details?id=com.indialends.android&hl=en_IN
1400,,https://www.kbnbfc.in/,NBFC,Indialends,GC Web Ventures Private Limited,Website,https://indialends.com/
1401,,https://www.kbnbfc.in/,NBFC,Kreditbee,Finnovation Tech Solutions Private Limited,Apple App Store,https://apps.apple.com/in/app/easy-personal-loan-kreditbee/id1488736283
1402,,https://www.kbnbfc.in/,NBFC,Kreditbee,Finnovation Tech Solutions Private Limited,Google Play Store,https://play.google.com/store/apps/details?id=com.kreditbee.android
1403,,https://www.kbnbfc.in/,NBFC,Kreditbee,Finnovation Tech Solutions Private Limited,IndusApp,https://indusapp.store/9ip3i05q
1404,,https://www.kbnbfc.in/,NBFC,Kreditbee,Finnovation Tech Solutions Private Limited,Mi App Store,https://global.app.mi.com/details?lo=IN&la=en_US&id=com.kreditbee.android
1405,,https://www.kbnbfc.in/,NBFC,Kreditbee,Finnovation Tech Solutions Private Limited,Oppo App Store,oaps://mk/dt?pkg=com.kreditbee.android&style=1
1406,,https://www.kbnbfc.in/,NBFC,Kreditbee,Finnovation Tech Solutions Private Limited,Samsung App Store,https://apps.samsung.com/appquery/appDetail.as?appId=com.kreditbee.android
1407,,https://www.kbnbfc.in/,NBFC,Kreditbee,Finnovation Tech Solutions Private Limited,Vivo Market,vivomarket://details?id=com.kreditbee.android
1408,,https://www.kbnbfc.in/,NBFC,Kreditbee,Finnovation Tech Solutions Private Limited,Website,https://www.kreditbee.in/
1409,,https://www.kbnbfc.in/,NBFC,Kreditzy,Finnovation Tech Solutions Private Limited,Google Play store,https://play.google.com/store/apps/details?id=com.kreditzy.android
1410,,https://www.kbnbfc.in/,NBFC,Kreditzy,Finnovation Tech Solutions Private Limited,Website,https://www.kreditzy.com/
1411,,https://www.kbnbfc.in/,NBFC,Mobikwik,One Mobikwik Systems Limited,Apple App Store,https://apps.apple.com/in/app/mobikwik-bhim-upi-wallet/id600002523
1412,,https://www.kbnbfc.in/,NBFC,Mobikwik,One Mobikwik Systems Limited,Google Play Store,https://play.google.com/store/apps/details?id=com.mobikwik_new
1413,,https://www.kbnbfc.in/,NBFC,Moneycontrol,Network18 Media & Investments Limited,Apple App store,https://apps.apple.com/in/app/moneycontrol-markets-news/id408654600
1414,,https://www.kbnbfc.in/,NBFC,Moneycontrol,Network18 Media & Investments Limited,Google Play store ,https://play.google.com/store/apps/details?id=com.divum.MoneyControl&amp;hl=en&amp;gl=US
1415,,https://www.kbnbfc.in/,NBFC,Moneycontrol,Network18 Media & Investments Limited,Website,https://www.moneycontrolpay.com/
1416,,https://www.kbnbfc.in/,NBFC,Paisabazaar,Paisabazaar Marketing And Consulting Pvt Ltd,Apple App Store,https://apps.apple.com/in/app/paisabazaar-com-loans-cards/id1029403201
1417,,https://www.kbnbfc.in/,NBFC,Paisabazaar,Paisabazaar Marketing And Consulting Pvt Ltd,Google Play Store,https://play.google.com/store/apps/details?id=com.paisabazaar&hl=en_IN&pli=1
1418,,https://www.kbnbfc.in/,NBFC,Paisabazaar,Paisabazaar Marketing And Consulting Pvt Ltd,Website,https://www.paisabazaar.com/
1419,,https://www.kbnbfc.in/,NBFC,PayTM,One 97 Communications Limited,Apple app store,https://apps.apple.com/in/app/paytm-for-business/id1351301966
1420,,https://www.kbnbfc.in/,NBFC,PayTM,One 97 Communications Limited,Apple app store,https://apps.apple.com/in/app/paytm/id473941634
1421,,https://www.kbnbfc.in/,NBFC,PayTM,One 97 Communications Limited,Google Play store,https://play.google.com/store/apps/details?id=com.paytm.business
1422,,https://www.kbnbfc.in/,NBFC,PayTM,One 97 Communications Limited,Google Play store,https://play.google.com/store/apps/details?id=net.one97.paytm
1423,,https://www.kbnbfc.in/,NBFC,PayTM,One 97 Communications Limited,Website,https://paytm.com/
1424,,https://www.kbnbfc.in/,NBFC,Tata Neu,Tata Digital Private Limited,Apple App Store,https://apps.apple.com/in/app/tata-neu-shop-travel-pay/id1584669293
1425,,https://www.kbnbfc.in/,NBFC,Tata Neu,Tata Digital Private Limited,Google Play Store,https://play.google.com/store/apps/details?id=com.tatadigital.tcp&gl=IN
1426,,https://www.kbnbfc.in/,NBFC,Tata Neu,Tata Digital Private Limited,Website,https://www.tataneu.com/
1427,KREON FINNANCIAL SERVICES LIMITED,www.kreon.in,NBFC,StuCred,Kreon Finnancial Services Limited,"Google Playstore, Apple Store",https://play.google.com/store/apps/details?id=com.kreon.stucred&referrer=adjust_reftag%3DcrEWhGV264ysL%26utm_source%3DWebsite%2BStucred&pli=1
1428,KUBIZ CAPITAL PRIVATE LIMITED(PREVIOUSLY QUEST FINLEASE PRIVATE LIMITED),https://kubiz.in/,NBFC,"Kubiz: Loan App, Instant Cash",Self Owned,Google Playstore,https://play.google.com/store/apps/details?id=in.kubiz.app
1429,KUMBHAT FINANCIAL SERVICES LIMITED,https://kumbhatfinancialserviceslimited.com/,NBFC,Oro Money,Orocorp Technologies Pvt ltd ,Android Playstore,https://play.google.com/store/apps/details?id=in.orocorp.customer
1430,,https://kumbhatfinancialserviceslimited.com/,NBFC,Oro Money,Orocorp Technologies Pvt ltd ,IOS Appstore ,https://apps.apple.com/in/app/oro-money-gold-loans-at-home/id1551316636
1431,KUSHAL FINNOVATION CAPITAL PRIVATE LIMITED,https://www.kfcpl.co.in/,NBFC,Bharat Khata,GREENIZON AGRITECH CONSULTANCY PRIVATE LIMITED,Google Play Store,https://play.google.com/store/apps/details?id=com.bharatkhata.erp&hl=en_IN
1432,LABHKARI FINCAP PVT.LTD.,https://www.dezireloan.com/,NBFC,DEZIRELOAN,LABHKARI FINCAP PRIVATE LIMITED,YES,https://www.dezireloan.com/
1433,LAKME INVESTMENT & FINANCE LTD,lakmefinance.com,NBFC,GetitNow, KAPIITAL KAPSLOCK PRIVATE LIMITED,https://play.google.com/store/apps/details?id=com.kapiital.getitnow,https://play.google.com/store/apps/details?id=com.kapiital.getitnow
1434,LAXMI INFIN (P) LTD.,No website of RE,NBFC,Naukri Loans,FINTECH CLOUD PRIVATE LIMITED,Website,https://naukriloans.com/
1435,LENDINGKART FINANCE LIMITED (FORMERLY AADRI INFIN LIMITED),www.lendingkart.com,NBFC,Bajaj Finserv,BAJAJ FINSERV DIRECT LIMITED -BFDL,Website,https://www.bajajfinservmarkets.in/
1436,,www.lendingkart.com,NBFC,Bajaj Markets,BAJAJ FINSERV DIRECT LIMITED -BFDL,Android,?https://play.google.com/store/apps/details?id=in.bajajfinservmarkets.app
1437,,www.lendingkart.com,NBFC,Bajaj Markets,BAJAJ FINSERV DIRECT LIMITED -BFDL,IOS,https://apps.apple.com/in/app/bajaj-finserv-loans-upi-fd/id505454145
1438,,www.lendingkart.com,NBFC,Buddyloan,BVALUE SERVICES PRIVATE LIMITED -Buddyloan,Android,https://play.google.com/store/apps/details?id=com.buddyloan.vls
1439,,www.lendingkart.com,NBFC,Buddyloan,BVALUE SERVICES PRIVATE LIMITED -Buddyloan,IOS,https://apps.apple.com/in/app/buddy-loan-personal-loan/id1552911697
1440,,www.lendingkart.com,NBFC,Buddyloan,BVALUE SERVICES PRIVATE LIMITED -Buddyloan,Website,https://www.buddyloan.com/?utm_source=Google&utm_medium=GMB&utm_campaign=BL
1441,,www.lendingkart.com,NBFC,CreditLinks,Asset Direct DBA CreditLinks India Pvt ltd,Website,https://www.creditlinks.in/
1442,,www.lendingkart.com,NBFC,Faircent,FTIPL PAYMENTS AND MARKETING TECH PRIVATE LIMITED- Faircent,Website,www.faircentpro.com
1443,,www.lendingkart.com,NBFC,Finlab,BYND FINSERVE PRIVATE LIMITED ,Website,https://finlab.one/
1444,,www.lendingkart.com,NBFC,FLEXILOANS,EPIMONEY PRIVATE LIMITED -Flexiloans,Website,https://flexiloans.com/
1445,,www.lendingkart.com,NBFC,ftcash,Nomisma Mobile Solutions Pvt. Ltd. -FTCASH,Website,https://www.ftcash.com/
1446,,www.lendingkart.com,NBFC,Kruxfinance,Raganan technologies private limited ,Website,https://www.kruxfinance.com/
1447,,www.lendingkart.com,NBFC,Lendingkart Android Mobile App,Self-owned,Android,https://play.google.com/store/apps/details?id=com.LendingKart&hl=en_IN&pli=1
1448,,www.lendingkart.com,NBFC,Lendingkart Finance Limited,Self-owned,Website,https://www.lendingkart.com/
1449,,www.lendingkart.com,NBFC,Minutesbazaar,MINUTES BAZAAR PRIVATE LIMITED,Website,https://www.minutesbazaar.com/
1450,,www.lendingkart.com,NBFC,Paisabazaar,PAISABAZAAR MARKETING AND CONSULTING PVT LTD -Paisabazaar,Website,https://www.paisabazaar.com/
1451,,www.lendingkart.com,NBFC,paisabazaar.com,PAISABAZAAR MARKETING AND CONSULTING PVT LTD -Paisabazaar,IOS,https://apps.apple.com/in/app/paisabazaar-com-loans-cards/id1029403201
1452,,www.lendingkart.com,NBFC,"Pb-CreditScore, CreditCard, Loans",PAISABAZAAR MARKETING AND CONSULTING PVT LTD -Paisabazaar,Android,https://play.google.com/store/apps/details?id=com.paisabazaar
1453,,www.lendingkart.com,NBFC,Tide,Tide Platform Private Limited -Tide,Android,https://play.google.com/store/apps/details?id=co.tide.tideplatform.in&hl=en_IN&pli=1
1454,,www.lendingkart.com,NBFC,Tide,Tide Platform Private Limited -Tide,IOS,https://apps.apple.com/in/app/tide-business-india/id1633218149
1455,,www.lendingkart.com,NBFC,Tide,Tide Platform Private Limited -Tide,Website,https://www.tide.co/en-IN/
1456,,www.lendingkart.com,NBFC,Upwards,Self-owned,Android,https://play.google.com/store/apps/details?id=com.goupwards&hl=en_IN&pli=1
1457,,www.lendingkart.com,NBFC,Upwards,Self-owned,Website,https://upwards.in/
1458,,www.lendingkart.com,NBFC,Walkfin,WALKFIN FINANCING SERVICES PRIVATE LIMITED,Website,https://walkfin.com/
1459,LIGHT MICRO FINANCE PRIVATE LIMITED,https://gromor.in/,NBFC,GLAAS,Gromor Finance Private Limited,Website,https://gromor.in/
1460,,https://lightfinance.com,NBFC,Aspire Fintech Private Limited ,Aspire Fintech Private Limited,Website,https://apply.letsaspire.in/
1461,,https://lightfinance.com,NBFC,Ippopay for Stores,Ippopay Technologies Pvt Ltd,Apple App Store,https://apps.apple.com/in/app/ippopay-for-stores/id6465133694
1462,,https://lightfinance.com,NBFC,IppoPay for Stores,Ippopay Technologies Pvt Ltd,Google Play Store,https://play.google.com/store/apps/details?id=com.ippopay.store
1463,,https://lightfinance.com,NBFC,LightMoneyIN,Self owned (Light Microfinance Pvt Ltd),Google Play Store,https://play.google.com/store/apps/details?id=com.lmfcustomermobileapp&pcampaignid=web_share 
1464,,https://lightfinance.com,NBFC,Pay1 Merchant,Mindsarray Network Private Limited,Google Play Store,https://play.google.com/store/apps/details?id=com.mindsarray.pay1
1465,,https://nfcpl.in/,NBFC,Kosh Loan,Adhikosh Financial Advisory Private Limited,Google Play Store,https://play.google.com/store/apps/details?id=com.kosh
1466,LIONLENDER FINANCE PRIVATE LIMITED,https://lionlender.in/,NBFC,Lionlender-Loan App,Lionlender Finance Private Limited,Apple App Store ,https://lionlender.in/
1467,,https://lionlender.in/,NBFC,Lionlender-Loan App,Lionlender Finance Private Limited,Google Play Store ,https://lionlender.in/
1468,LOAN2GROW FINCAP PRIVATE LIMITED,https://www.l2gfincap.in/,NBFC,Jahtpat Cash,Loan2grow Fincap Private Limited,Website,https://jhatpatcash.com/
1469,,https://www.l2gfincap.in/,NBFC,L2G One,Loan2grow Fincap Private Limited,Google Play Store,https://play.google.com/store/apps/details?id=com.l2gfincap.app
1470,,https://www.l2gfincap.in/,NBFC,Learnitya,Loan2grow Fincap Private Limited,Website,www.learnitya.com
1471,,https://www.l2gfincap.in/,NBFC,Rupee Yatra,Loan2grow Fincap Private Limited,Website,www.rupeeyatra.com
1472,LOANTAP CREDIT PRODUCTS PRIVATE LIMITED,https://loantapcredit.loantap.in/,NBFC,Loantap,LoanTap Financial Technologies Pvt. Ltd. (LSP on behalf of LoanTap Credit Products Pvt. Ltd. – NBFC),Apple App Store,https://apps.apple.com/in/app/loantap/id1461444558
1473,,https://loantapcredit.loantap.in/,NBFC,Loantap,LoanTap Financial Technologies Pvt. Ltd. (LSP on behalf of LoanTap Credit Products Pvt. Ltd. – NBFC),Website,https://loantap.in/
